
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.43951,,Cell,1,ATM,0,
0.353912,,Cell,1,TVC,1,
0.516029,,Cell,1,TVC,2,
0.500064,,Cell,1,TVC,3,
0.524437,,Cell,1,TVC,4,
0.481141,,Cell,1,TVC,5,
0.468206,,Cell,1,TVC,7,
