
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
118.606,um^3,Nucleus,1,TVC,1,100000000,
65.4635,um^3,Nucleus,1,TVC,2,100000001,
136.729,um^3,Nucleus,1,TVC,3,100000002,
66.0096,um^3,Nucleus,1,TVC,4,100000003,
70.3783,um^3,Nucleus,1,TVC,5,100000004,
77.2387,um^3,Nucleus,1,TVC,7,100000006,
424.42,um^3,Nucleus,1,ATM,0,100000008,
