
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.0198,25.6334,40.4943,um,Cell,Cell BoundingBoxOO Length,1,ATM,1,
16.669,30.7232,49.7198,um,Cell,Cell BoundingBoxOO Length,1,ATM,2,
17.7681,29.5746,42.1633,um,Cell,Cell BoundingBoxOO Length,1,ATM,3,
13.8051,15.806,24.7586,um,Cell,Cell BoundingBoxOO Length,1,TVC,4,
12.7362,12.531,20.0629,um,Cell,Cell BoundingBoxOO Length,1,TVC,5,
