
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
37338.9,50889.8,4.9143,um,Nucleus,Nucleus Position,1,ATM,0,100000005,
37400.4,50845.1,-4.41365,um,Nucleus,Nucleus Position,1,TVC,1,100000000,
37401.6,50848.8,-9.06375,um,Nucleus,Nucleus Position,1,TVC,2,100000001,
37395.9,50858.6,-7.3026,um,Nucleus,Nucleus Position,1,TVC,3,100000002,
37393.6,50853.5,-1.73843,um,Nucleus,Nucleus Position,1,TVC,4,100000003,
37389.9,50864.2,0.0335141,um,Nucleus,Nucleus Position,1,TVC,5,100000004,
