
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
17.6094,32.6016,62.1553,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
15.0234,30.5391,33.168,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
