
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
5.92804,um,Cell,Image 1,1,ATM,0,
7.19834,um,Cell,Image 1,1,ATM,1,
18.2076,um,Cell,Image 1,1,TVC,2,
14.5312,um,Cell,Image 1,1,TVC,3,
16.0904,um,Cell,Image 1,1,TVC,4,
14.3967,um,Cell,Image 1,1,TVC,5,
