
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.88885,um,Surface,1,ATMgroup,0,
6.12486,um,Surface,1,TVCgroup,3,
