
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
40.0117,59.8789,33.8745,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
30.3633,33.4844,27.523,um,Surface,BoundingBoxAA Length,1,TVCgroup,2,
