
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.22718,um,Surface,1,TVCgroup,0,
8.49208,um,Surface,1,ATMgroup,1,
