
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36656,48811.2,74.0397,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,1,
36596.9,48854,98.0722,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
