
Nucleus Center of Image Mass Ch=1 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
38860.2,88712.9,130.238,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,0,100000000,
38840.6,88718.8,130.142,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,1,100000001,
38822.5,88708.6,141.41,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,4,100000004,
38812.4,88707.7,153.969,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,5,100000005,
38821.2,88713.7,162.435,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,6,100000006,
