
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.392833,,Cell,1,ATM,0,
0.519227,,Cell,1,ATM,1,
0.514922,,Cell,1,TVC,4,
0.535888,,Cell,1,TVC,5,
0.457527,,Cell,1,TVC,6,
