
Nucleus BoundingBoxAA Length
 ==================== 
Nucleus BoundingBoxAA Length X,Nucleus BoundingBoxAA Length Y,Nucleus BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
11.6836,8.83594,11.8693,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,0,100000000,
11.1133,7.41406,9.74979,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,1,100000001,
5.98438,7.41406,8.47807,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,4,100000004,
3.70703,3.98438,5.51074,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,5,100000005,
3.70313,4.55469,5.51074,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,6,100000006,
