
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
41954.7,44595,92.257,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
42009.5,44543.9,95.3958,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
