
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
21.8752,um,Surface,1,TVCgroup,0,
38.1323,um,Surface,1,ATMgroup,4,
