
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.4517,23.2098,65.2781,um,Cell,Cell BoundingBoxOO Length,1,ATM,0,
16.203,25.4672,55.8143,um,Cell,Cell BoundingBoxOO Length,1,ATM,1,
17.8992,17.2853,20.0734,um,Cell,Cell BoundingBoxOO Length,1,TVC,2,
14.1941,18.1795,19.7081,um,Cell,Cell BoundingBoxOO Length,1,TVC,3,
11.3315,14.8224,15.5476,um,Cell,Cell BoundingBoxOO Length,1,TVC,4,
12.9417,13.789,15.9565,um,Cell,Cell BoundingBoxOO Length,1,TVC,5,
