
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.410095,,Cell,1,ATM,0,
0.669946,,Cell,1,ATM,1,
0.418097,,Cell,1,TVC,2,
0.493604,,Cell,1,TVC,3,
0.309977,,Cell,1,TVC,4,
0.281526,,Cell,1,TVC,5,
