
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.394509,,Cell,1,TVC,0,
0.294308,,Cell,1,TVC,1,
0.298552,,Cell,1,TVC,2,
0.328997,,Cell,1,TVC,3,
0.482272,,Cell,1,ATM,4,
0.528526,,Cell,1,ATM,5,
0.330279,,Cell,1,ATM,6,
