
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
7.063,um,Cell,1,TVC,2,
7.99704,um,Cell,1,TVC,3,
6.51841,um,Cell,1,TVC,4,
6.7834,um,Cell,1,TVC,5,
10.8483,um,Cell,1,ATM,7,
8.5134,um,Cell,1,ATM,8,
