
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.485223,,Cell,1,TVC,0,
0.230756,,Cell,1,TVC,1,
0.413396,,Cell,1,ATM,2,
0.477431,,Cell,1,ATM,3,
