
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.554144,,Nucleus,1,TVC,0,100000000,
0.637197,,Nucleus,1,TVC,1,100000001,
0.642751,,Nucleus,1,ATM,2,100000002,
0.638099,,Nucleus,1,ATM,3,100000003,
