
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
2.41325,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000000,
1.87923,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000001,
1.31815,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,3,100000002,
3.82721,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,4,100000003,
1.29683,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,5,100000004,
1.46219,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,6,100000005,
2.33957,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,7,100000006,
