
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
34071.4,56553.8,-14.6845,um,Cell,Cell Center of Homogeneous Mass,1,ATM,10,
34086.1,56592,-12.4065,um,Cell,Cell Center of Homogeneous Mass,1,ATM,11,
34013.8,56557.3,-38.9636,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
34021.9,56556.6,-34.4635,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
34006.9,56554.6,-28.9508,um,Cell,Cell Center of Homogeneous Mass,1,TVC,8,
34019.3,56554.6,-24.4326,um,Cell,Cell Center of Homogeneous Mass,1,TVC,9,
