
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.45559,,Cell,1,ATM,2,
0.414444,,Cell,1,ATM,3,
0.500951,,Cell,1,TVC,6,
0.527594,,Cell,1,TVC,7,
0.49007,,Cell,1,TVC,12,
0.499408,,Cell,1,TVC,13,
