
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.16259,um,Cell,1,ATM,1,
5.98798,um,Cell,1,TVC,4,
9.27372,um,Cell,1,ATM,6,
5.96221,um,Cell,1,TVC,7,
5.95459,um,Cell,1,TVC,8,
5.0437,um,Cell,1,TVC,10,
