
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.443692,,Cell,1,ATM,2,
0.764897,,Cell,1,ATM,3,
0.624689,,Cell,1,TVC,8,
0.492974,,Cell,1,TVC,9,
0.290911,,Cell,1,TVC,10,
0.523399,,Cell,1,TVC,11,
