
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
35731.8,56838.5,4.17688,um,Nucleus,Nucleus Position,1,ATM,4,100000004,
35742.7,56875.4,7.5585,um,Nucleus,Nucleus Position,1,ATM,5,100000005,
35771.8,56782.1,-27.3358,um,Nucleus,Nucleus Position,1,TVC,0,100000000,
35776.3,56790.1,-25.4211,um,Nucleus,Nucleus Position,1,TVC,1,100000001,
35763,56794,-24.9435,um,Nucleus,Nucleus Position,1,TVC,2,100000002,
35771.6,56796.4,-20.7228,um,Nucleus,Nucleus Position,1,TVC,3,100000003,
