
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
6.96633,um,Nucleus,1,ATM,0,100000000,
4.7441,um,Nucleus,1,TVC,1,100000001,
4.41961,um,Nucleus,1,TVC,2,100000002,
4.38186,um,Nucleus,1,TVC,3,100000003,
4.93595,um,Nucleus,1,TVC,4,100000004,
3.91818,um,Nucleus,1,TVC,5,100000005,
5.39421,um,Nucleus,1,TVC,6,100000006,
