
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.65036,,Nucleus,1,TVC,0,100000000,
0.635885,,Nucleus,1,TVC,1,100000001,
0.632559,,Nucleus,1,ATM,2,100000002,
0.62906,,Nucleus,1,ATM,3,100000003,
0.627421,,Nucleus,1,ATM,4,100000004,
