
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.0913768,,Cell,1,TVC,1,
0.0800847,,Cell,1,TVC,2,
0.0812757,,Cell,1,TVC,3,
0.0711116,,Cell,1,TVC,4,
0.0614619,,Cell,1,ATM,8,
0.108767,,Cell,1,ATM,9,
