
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
18.8305,22.5511,32.7034,um,Cell,Cell BoundingBoxOO Length,1,ATM,0,
13.6245,27.4013,33.695,um,Cell,Cell BoundingBoxOO Length,1,ATM,1,
11.5686,20.4574,30.2648,um,Cell,Cell BoundingBoxOO Length,1,TVC,2,
7.51407,16.232,17.971,um,Cell,Cell BoundingBoxOO Length,1,TVC,3,
12.7671,16.7122,24.3516,um,Cell,Cell BoundingBoxOO Length,1,TVC,4,
10.3179,14.8151,18.4814,um,Cell,Cell BoundingBoxOO Length,1,TVC,5,
