
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
8368.49,um^2,Cell,1,ATM,0,
9064.5,um^2,Cell,1,ATM,2,
2256.41,um^2,Cell,1,TVC,6,
1723.33,um^2,Cell,1,TVC,7,
2502.25,um^2,Cell,1,TVC,9,
1393.54,um^2,Cell,1,TVC,11,
