
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
1236.77,um^3,Cell,1,TVC,5,
1354.67,um^3,Cell,1,TVC,6,
1685.71,um^3,Cell,1,TVC,7,
2931.65,um^3,Cell,1,TVC,8,
3194.35,um^3,Cell,1,ATM,11,
4164.23,um^3,Cell,1,ATM,12,
3173.35,um^3,Cell,1,ATM,13,
