
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
12.5586,21.0469,106.764,um,Surface,BoundingBoxOO Length,1,ATMgroup,1,
20.7368,27.4248,36.3125,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
