
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
22.4648,um,Cell,Image 1,1,ATM,4,
16.9373,um,Cell,Image 1,1,TVC,7,
6.77493,um,Cell,Image 1,1,TVC,8,
8.04522,um,Cell,Image 1,1,TVC,9,
3.38746,um,Cell,Image 1,1,TVC,10,
3.38746,um,Cell,Image 1,1,TVC,11,
