
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
46.9805,82.8125,20.7482,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
40.7148,24.1836,27.0996,um,Surface,BoundingBoxAA Length,1,TVCgroup,2,
