
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38675.9,23229.5,-6.37799,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
38745.5,23228.4,-3.63703,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
