
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
48153,52817.4,152.169,um,Surface,Position,1,ATMgroup,2,
48106.4,52866.9,146.349,um,Surface,Position,1,TVCgroup,0,
