
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
2091.18,um^3,Cell,1,TVC,0,
1146.09,um^3,Cell,1,TVC,1,
2784.34,um^3,Cell,1,TVC,2,
933.524,um^3,Cell,1,TVC,3,
8264.53,um^3,Cell,1,ATM,4,
7595.36,um^3,Cell,1,ATM,5,
