
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.362437,-0.413047,-0.835483,um,Surface,Ellipsoid Axis A,1,ATM,0,
-0.262546,-0.331104,0.906333,um,Surface,Ellipsoid Axis A,1,TVCgroup,1,
