
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
92.3963,112.324,46.6455,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
106.984,38.4053,3.35126,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
