
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.788976,0.310446,0.530226,um,Surface,Ellipsoid Axis B,1,ATMgroup,4,
0.161935,-0.157318,0.974181,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
