
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
18.7227,17.6016,106.504,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
16.0234,30.7012,45.8135,um,Surface,BoundingBoxOO Length,1,TVCgroup,1,
