
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.3193,um,Nucleus,1,TVC,0,100000000,
2.87788,um,Nucleus,1,TVC,1,100000001,
2.63128,um,Nucleus,1,TVC,2,100000002,
2.91621,um,Nucleus,1,TVC,3,100000003,
3.49518,um,Nucleus,1,ATM,4,100000004,
4.27852,um,Nucleus,1,ATM,5,100000005,
