
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
36.4595,um,Surface,1,ATMgroup,0,
14.7576,um,Surface,1,TVCgroup,2,
