
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
112.441,59.7867,169.745,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
38.8848,95.6007,198.787,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
