
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
16.8382,um,Surface,1,TVCgroup,0,
14.1105,um,Surface,1,ATMgroup,2,
