
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
18.7251,um,Surface,1,TVCgroup,0,
34.1038,um,Surface,1,ATMgroup,2,
