
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37461.4,52308.4,168.836,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
37498.4,52245.9,136.14,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
