
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.79138,um,Cell,1,ATM,0,
6.8423,um,Cell,1,ATM,1,
6.68064,um,Cell,1,TVC,2,
6.31173,um,Cell,1,TVC,3,
5.29148,um,Cell,1,TVC,4,
