
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.60847,um,Cell,1,ATM,2,
10.964,um,Cell,1,ATM,3,
5.2126,um,Cell,1,TVC,5,
6.02863,um,Cell,1,TVC,9,
6.71282,um,Cell,1,TVC,10,
6.65342,um,Cell,1,TVC,12,
