
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.131439,-0.574204,-0.808092,um,Surface,Ellipsoid Axis B,1,ATM,0,
0.38804,0.208871,-0.897663,um,Surface,Ellipsoid Axis B,1,TVCgroup,1,
