
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
5.28955,um,Nucleus,1,ATM,1,100000000,
3.69761,um,Nucleus,1,ATM,2,100000002,
5.04967,um,Nucleus,1,ATM,3,100000003,
4.44617,um,Nucleus,1,TVC,4,100000004,
3.12242,um,Nucleus,1,TVC,5,100000005,
