
Nucleus Ellipsoid Axis C
 ==================== 
Nucleus Ellipsoid Axis C X,Nucleus Ellipsoid Axis C Y,Nucleus Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-0.394936,0.209304,0.894549,um,Nucleus,Nucleus Ellipsoid Axis C,1,ATM,0,100000007,
-0.0375484,0.0283756,0.998892,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,3,100000000,
-0.240844,0.148337,0.959161,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,4,100000001,
-0.151378,0.176903,0.972517,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,7,100000004,
-0.572972,-0.381911,0.725153,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,10,100000008,
