
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
38314.4,49779.3,117.856,um,Surface,Position,1,ATMgroup,3,
38300.6,49837.9,84.0285,um,Surface,Position,1,TVCgroup,0,
