
Cell Ellipsoid Axis Length C
 ==================== 
Cell Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
19.7934,um,Cell,1,ATM,0,
22.3316,um,Cell,1,ATM,1,
9.18939,um,Cell,1,TVC,4,
7.82606,um,Cell,1,TVC,5,
9.07243,um,Cell,1,TVC,6,
7.81008,um,Cell,1,TVC,7,
