
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37.4779,37.8795,-17.7437,um,Cell,Cell Center of Homogeneous Mass,1,ATM,1,
60.2278,73.6782,-17.045,um,Cell,Cell Center of Homogeneous Mass,1,ATM,2,
103.742,98.6378,13.4024,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
113.785,93.1678,15.8101,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
104.481,103.32,21.8109,um,Cell,Cell Center of Homogeneous Mass,1,TVC,9,
119.511,99.755,24.4471,um,Cell,Cell Center of Homogeneous Mass,1,TVC,10,
