
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
0,um,Cell,Image 1,1,ATM,0,
0,um,Cell,Image 1,1,ATM,1,
4.2486,um,Cell,Image 1,1,ATM,2,
11.0742,um,Cell,Image 1,1,TVC,3,
1.27458,um,Cell,Image 1,1,TVC,4,
0,um,Cell,Image 1,1,TVC,5,
