
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
61.5634,um,Surface,1,ATMgroup,0,
19.7688,um,Surface,1,TVCgroup,2,
