
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
23.6836,110.434,16.9564,um,Surface,BoundingBoxAA Length,1,ATMgroup,0,
40.5117,17.1172,28.8259,um,Surface,BoundingBoxAA Length,1,TVCgroup,2,
