
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
16.155,25.9303,29.4893,um,Cell,Cell BoundingBoxOO Length,1,ATM,1,
16.378,25.3577,44.0462,um,Cell,Cell BoundingBoxOO Length,1,ATM,3,
14.8389,24.1042,47.0829,um,Cell,Cell BoundingBoxOO Length,1,ATM,4,
11.3416,14.4363,22.0201,um,Cell,Cell BoundingBoxOO Length,1,TVC,5,
12.1213,14.2495,23.6226,um,Cell,Cell BoundingBoxOO Length,1,TVC,6,
