
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.689292,-0.704216,-0.170163,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.653668,0.189475,-0.732678,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
