
Cell Position
 ==================== 
Cell Position X,Cell Position Y,Cell Position Z,Unit,Category,Collection,Time,Default Labels,ID,
35182.3,84591.2,-16.3434,um,Cell,Cell Position,1,ATM,11,
35206.1,84612.9,-1.42517,um,Cell,Cell Position,1,ATM,12,
35192.4,84641.3,-39.5694,um,Cell,Cell Position,1,TVC,1,
35182,84637.9,-37.3472,um,Cell,Cell Position,1,TVC,5,
35182.3,84629.7,-31.4672,um,Cell,Cell Position,1,TVC,6,
35196.7,84631.2,-35.0882,um,Cell,Cell Position,1,TVC,10,
