
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-0.707031,-1.33594,-1.04881,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,0,100000000,
-0.957031,-1.42188,-0.650124,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,1,100000001,
-0.828125,-0.53125,-0.51284,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,2,100000002,
-1.38672,0.546875,-0.61425,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,3,100000003,
1.03516,-2.0625,0.14106,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,4,100000004,
-0.523438,-1.03906,-1.15672,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,5,100000005,
1.67969,0.476562,-0.887627,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,6,100000006,
-0.339844,-1.64844,-0.269768,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,7,100000007,
